"CELL30M","X","Y","RASTERVALU","GT90PCT","ISO3"
"73602","-98.75","38.75","2457","1","USA"
"73603","-98.25","38.75","2961","1","USA"
"73604","-97.75","38.75","3204","1","USA"
"73605","-97.25","38.75","3204","1","USA"
"73606","-96.75","38.75","3550","1","USA"
"73607","-96.25","38.75","3586","1","USA"
"73608","-95.75","38.75","3565","1","USA"
"73609","-95.25","38.75","3561","1","USA"
"73610","-94.75","38.75","3503","1","USA"
"73611","-94.25","38.75","3590","1","USA"
"73612","-93.75","38.75","3559","1","USA"
"73613","-93.25","38.75","3600","1","USA"
"73614","-92.75","38.75","3600","1","USA"
"73615","-92.25","38.75","3239","1","USA"
"73616","-91.75","38.75","2667","1","USA"
"73617","-91.25","38.75","3236","1","USA"
"73618","-90.75","38.75","3036","1","USA"
"73619","-90.25","38.75","3403","1","USA"
"73620","-89.75","38.75","3403","1","USA"
"73621","-89.25","38.75","3580","1","USA"
"73622","-88.75","38.75","3600","1","USA"
"73623","-88.25","38.75","3597","1","USA"
"73624","-87.75","38.75","3590","1","USA"
"73625","-87.25","38.75","3595","1","USA"
"73626","-86.75","38.75","2104","1","USA"
"73627","-86.25","38.75","2708","1","USA"
"73628","-85.75","38.75","3290","1","USA"
"73629","-85.25","38.75","2273","1","USA"
"73630","-84.75","38.75","2816","1","USA"
"73631","-84.25","38.75","2743","1","USA"
"73632","-83.75","38.75","1520","1","USA"
"73633","-83.25","38.75","1028","1","USA"
"73634","-82.75","38.75","1092","1","USA"
"73635","-82.25","38.75","1092","1","USA"
"73636","-81.75","38.75","910","1","USA"
"73642","-78.75","38.75","1056","1","USA"
"73643","-78.25","38.75","1351","1","USA"
"73644","-77.75","38.75","2278","1","USA"
"73645","-77.25","38.75","1687","1","USA"
"73646","-76.75","38.75","1389","1","USA"
"73647","-76.25","38.75","2508","1","USA"
"73648","-75.75","38.75","2709","1","USA"
"73781","-9.25","38.75","2195","1","PRT"
"73782","-8.75","38.75","2557","1","PRT"
"73783","-8.25","38.75","3143","1","PRT"
"73784","-7.75","38.75","3223","1","PRT"
"73785","-7.25","38.75","3223","1","PRT"
"73786","-6.75","38.75","3103","1","ESP"
"73787","-6.25","38.75","2614","1","ESP"
"73788","-5.75","38.75","2986","1","ESP"
"73789","-5.25","38.75","2730","1","ESP"
"73790","-4.75","38.75","2484","1","ESP"
"73791","-4.25","38.75","2415","1","ESP"
"73792","-3.75","38.75","2435","1","ESP"
"73793","-3.25","38.75","2748","1","ESP"
"73794","-2.75","38.75","2362","1","ESP"
"73795","-2.25","38.75","2253","1","ESP"
"73796","-1.75","38.75","1553","1","ESP"
"73797","-1.25","38.75","1458","1","ESP"
"73798","-0.75","38.75","1707","1","ESP"
"73832","16.25","38.75","1010","1","ITA"
"73842","21.25","38.75","1510","1","GRC"
"73843","21.75","38.75","1176","1","GRC"
"73844","22.25","38.75","1487","1","GRC"
"73845","22.75","38.75","1487","1","GRC"
"73854","27.25","38.75","2153","1","TUR"
"73855","27.75","38.75","2317","1","TUR"
"73856","28.25","38.75","2776","1","TUR"
"73857","28.75","38.75","2859","1","TUR"
"73858","29.25","38.75","2793","1","TUR"
"73859","29.75","38.75","2721","1","TUR"
"73860","30.25","38.75","2721","1","TUR"
"73861","30.75","38.75","2586","1","TUR"
"73862","31.25","38.75","2475","1","TUR"
"73863","31.75","38.75","2696","1","TUR"
"73864","32.25","38.75","2286","1","TUR"
"73865","32.75","38.75","2313","1","TUR"
"73866","33.25","38.75","880","1","TUR"
"73867","33.75","38.75","1980","1","TUR"
"73868","34.25","38.75","1577","1","TUR"
"73869","34.75","38.75","2701","1","TUR"
"73870","35.25","38.75","1878","1","TUR"
"73871","35.75","38.75","2232","1","TUR"
"73876","38.25","38.75","1135","1","TUR"
"73877","38.75","38.75","1453","1","TUR"
"73878","39.25","38.75","1696","1","TUR"
"73879","39.75","38.75","1606","1","TUR"
"73880","40.25","38.75","842","1","TUR"
"73887","43.75","38.75","1104","1","TUR"
"73888","44.25","38.75","1118","1","TUR"
"73889","44.75","38.75","1162","1","IRN"
"73890","45.25","38.75","1162","1","IRN"
"73892","46.25","38.75","800","1","IRN"
"73893","46.75","38.75","1195","1","IRN"
"73894","47.25","38.75","1022","1","IRN"
"73895","47.75","38.75","1486","1","IRN"
"73896","48.25","38.75","957","1","AZE"
"73897","48.75","38.75","1144","1","AZE"
"73927","63.75","38.75","1315","1","TKM"
"73930","65.25","38.75","2765","1","UZB"
"73931","65.75","38.75","2400","1","UZB"
"73932","66.25","38.75","2143","1","UZB"
"73933","66.75","38.75","1701","1","UZB"
"73936","68.25","38.75","806","1","TJK"
"73937","68.75","38.75","1319","1","TJK"
"73938","69.25","38.75","1056","1","TJK"
"73940","70.25","38.75","1482","1","TJK"
"73941","70.75","38.75","1378","1","TJK"
"73952","76.25","38.75","932","1","CHN"
"73954","77.25","38.75","865","1","CHN"
"73955","77.75","38.75","2185","1","CHN"
"74000","100.25","38.75","1116","1","CHN"
"74001","100.75","38.75","1628","1","CHN"
"74006","103.25","38.75","979","1","CHN"
"74012","106.25","38.75","1295","1","CHN"
"74013","106.75","38.75","2170","1","CHN"
"74021","110.75","38.75","860","1","CHN"
"74022","111.25","38.75","2573","1","CHN"
"74023","111.75","38.75","1180","1","CHN"
"74024","112.25","38.75","2146","1","CHN"
"74025","112.75","38.75","2146","1","CHN"
"74026","113.25","38.75","2852","1","CHN"
"74027","113.75","38.75","1283","1","CHN"
"74028","114.25","38.75","3107","1","CHN"
"74029","114.75","38.75","3546","1","CHN"
"74030","115.25","38.75","3591","1","CHN"
"74031","115.75","38.75","3600","1","CHN"
"74032","116.25","38.75","3600","1","CHN"
"74033","116.75","38.75","3600","1","CHN"
"74034","117.25","38.75","3226","1","CHN"
"74050","125.25","38.75","2779","1","PRK"
"74051","125.75","38.75","3304","1","PRK"
"74052","126.25","38.75","2008","1","PRK"
"74079","139.75","38.75","899","1","JPN"
"74080","140.25","38.75","967","1","JPN"
"74081","140.75","38.75","985","1","JPN"
"74274","-122.75","38.25","1411","1","USA"
"74275","-122.25","38.25","1662","1","USA"
"74276","-121.75","38.25","3254","1","USA"
"74277","-121.25","38.25","2876","1","USA"
"74304","-107.75","38.25","915","1","USA"
"74311","-104.25","38.25","1239","1","USA"
"74314","-102.75","38.25","731","1","USA"
"74315","-102.25","38.25","1432","1","USA"
"74316","-101.75","38.25","2232","1","USA"
"74317","-101.25","38.25","2296","1","USA"
"74318","-100.75","38.25","2390","1","USA"
"74319","-100.25","38.25","1208","1","USA"
"74320","-99.75","38.25","2208","1","USA"
"74321","-99.25","38.25","3324","1","USA"
"74322","-98.75","38.25","3118","1","USA"
"74323","-98.25","38.25","3042","1","USA"
"74324","-97.75","38.25","3363","1","USA"
"74325","-97.25","38.25","3363","1","USA"
"74326","-96.75","38.25","3551","1","USA"
"74327","-96.25","38.25","3585","1","USA"
"74328","-95.75","38.25","3507","1","USA"
"74329","-95.25","38.25","3412","1","USA"
"74330","-94.75","38.25","3494","1","USA"
"74331","-94.25","38.25","3591","1","USA"
"74332","-93.75","38.25","2784","1","USA"
"74333","-93.25","38.25","1876","1","USA"
"74334","-92.75","38.25","2552","1","USA"
"74335","-92.25","38.25","3249","1","USA"
"74336","-91.75","38.25","3204","1","USA"
"74337","-91.25","38.25","1929","1","USA"
"74338","-90.75","38.25","2255","1","USA"
"74339","-90.25","38.25","3495","1","USA"
"74340","-89.75","38.25","3495","1","USA"
"74341","-89.25","38.25","3586","1","USA"
"74342","-88.75","38.25","3485","1","USA"
"74343","-88.25","38.25","3598","1","USA"
"74344","-87.75","38.25","3598","1","USA"
"74345","-87.25","38.25","3302","1","USA"
"74346","-86.75","38.25","2402","1","USA"
"74347","-86.25","38.25","2585","1","USA"
"74348","-85.75","38.25","2785","1","USA"
"74349","-85.25","38.25","2766","1","USA"
"74350","-84.75","38.25","2880","1","USA"
"74351","-84.25","38.25","3240","1","USA"
"74352","-83.75","38.25","1226","1","USA"
"74361","-79.25","38.25","959","1","USA"
"74362","-78.75","38.25","1688","1","USA"
"74363","-78.25","38.25","1641","1","USA"
"74364","-77.75","38.25","953","1","USA"
"74365","-77.25","38.25","719","1","USA"
"74366","-76.75","38.25","1337","1","USA"
"74368","-75.75","38.25","1702","1","USA"
"74502","-8.75","38.25","2088","1","PRT"
"74503","-8.25","38.25","3424","1","PRT"
"74504","-7.75","38.25","3343","1","PRT"
"74505","-7.25","38.25","3343","1","PRT"
"74506","-6.75","38.25","2274","1","ESP"
"74507","-6.25","38.25","2336","1","ESP"
"74508","-5.75","38.25","2827","1","ESP"
"74509","-5.25","38.25","2837","1","ESP"
"74510","-4.75","38.25","2541","1","ESP"
"74511","-4.25","38.25","1650","1","ESP"
"74512","-3.75","38.25","2191","1","ESP"
"74513","-3.25","38.25","2250","1","ESP"
"74514","-2.75","38.25","1071","1","ESP"
"74515","-2.25","38.25","1827","1","ESP"
"74516","-1.75","38.25","1550","1","ESP"
"74517","-1.25","38.25","1493","1","ESP"
"74518","-0.75","38.25","777","1","ESP"
"74552","16.25","38.25","832","1","ITA"
"74563","21.75","38.25","1101","1","GRC"
"74566","23.25","38.25","1584","1","GRC"
"74567","23.75","38.25","1719","1","GRC"
"74568","24.25","38.25","924","1","GRC"
"74573","26.75","38.25","1001","1","TUR"
"74574","27.25","38.25","1998","1","TUR"
"74575","27.75","38.25","2756","1","TUR"
"74576","28.25","38.25","3149","1","TUR"
"74577","28.75","38.25","3225","1","TUR"
"74578","29.25","38.25","3427","1","TUR"
"74579","29.75","38.25","2915","1","TUR"
"74580","30.25","38.25","2915","1","TUR"
"74581","30.75","38.25","1694","1","TUR"
"74582","31.25","38.25","2125","1","TUR"
"74583","31.75","38.25","2651","1","TUR"
"74584","32.25","38.25","2321","1","TUR"
"74585","32.75","38.25","2382","1","TUR"
"74586","33.25","38.25","2384","1","TUR"
"74587","33.75","38.25","1334","1","TUR"
"74588","34.25","38.25","1889","1","TUR"
"74589","34.75","38.25","1823","1","TUR"
"74590","35.25","38.25","2136","1","TUR"
"74591","35.75","38.25","1798","1","TUR"
"74593","36.75","38.25","1683","1","TUR"
"74594","37.25","38.25","1036","1","TUR"
"74595","37.75","38.25","1036","1","TUR"
"74596","38.25","38.25","1446","1","TUR"
"74597","38.75","38.25","840","1","TUR"
"74598","39.25","38.25","1299","1","TUR"
"74599","39.75","38.25","2106","1","TUR"
"74600","40.25","38.25","2905","1","TUR"
"74601","40.75","38.25","3284","1","TUR"
"74602","41.25","38.25","2383","1","TUR"
"74603","41.75","38.25","1462","1","TUR"
"74609","44.75","38.25","1118","1","IRN"
"74610","45.25","38.25","1118","1","IRN"
"74611","45.75","38.25","1109","1","IRN"
"74612","46.25","38.25","1269","1","IRN"
"74615","47.75","38.25","1030","1","IRN"
"74616","48.25","38.25","1553","1","IRN"
"74617","48.75","38.25","797","1","IRN"
"74635","57.75","38.25","1028","1","TKM"
"74649","64.75","38.25","847","1","TKM"
"74654","67.25","38.25","1296","1","UZB"
"74655","67.75","38.25","1296","1","UZB"
"74656","68.25","38.25","2626","1","UZB"
"74657","68.75","38.25","2996","1","TJK"
"74658","69.25","38.25","3076","1","TJK"
"74659","69.75","38.25","2798","1","TJK"
"74660","70.25","38.25","1262","1","TJK"
"74674","77.25","38.25","2678","1","CHN"
"74675","77.75","38.25","923","1","CHN"
"74722","101.25","38.25","1322","1","CHN"
"74723","101.75","38.25","1208","1","CHN"
"74724","102.25","38.25","1366","1","CHN"
"74725","102.75","38.25","1039","1","CHN"
"74732","106.25","38.25","2533","1","CHN"
"74741","110.75","38.25","1933","1","CHN"
"74742","111.25","38.25","1791","1","CHN"
"74743","111.75","38.25","2208","1","CHN"
"74744","112.25","38.25","2919","1","CHN"
"74745","112.75","38.25","2919","1","CHN"
"74746","113.25","38.25","2871","1","CHN"
"74747","113.75","38.25","2982","1","CHN"
"74748","114.25","38.25","3406","1","CHN"
"74749","114.75","38.25","3600","1","CHN"
"74750","115.25","38.25","3600","1","CHN"
"74751","115.75","38.25","3598","1","CHN"
"74752","116.25","38.25","3600","1","CHN"
"74753","116.75","38.25","3600","1","CHN"
"74754","117.25","38.25","3560","1","CHN"
"74755","117.75","38.25","861","1","CHN"
"74770","125.25","38.25","2914","1","PRK"
"74771","125.75","38.25","2761","1","PRK"
"74772","126.25","38.25","2819","1","PRK"
"74773","126.75","38.25","1151","1","PRK"
"74800","140.25","38.25","811","1","JPN"
"74801","140.75","38.25","1191","1","JPN"
"74996","-121.75","37.75","2197","1","USA"
"74997","-121.25","37.75","3259","1","USA"
"74998","-120.75","37.75","2549","1","USA"
"75027","-106.25","37.75","2020","1","USA"
"75036","-101.75","37.75","2020","1","USA"
"75037","-101.25","37.75","2652","1","USA"
"75038","-100.75","37.75","3366","1","USA"
"75039","-100.25","37.75","2341","1","USA"
"75040","-99.75","37.75","2547","1","USA"
"75041","-99.25","37.75","2946","1","USA"
"75042","-98.75","37.75","2964","1","USA"
"75043","-98.25","37.75","2357","1","USA"
"75044","-97.75","37.75","2830","1","USA"
"75045","-97.25","37.75","2830","1","USA"
"75046","-96.75","37.75","3520","1","USA"
"75047","-96.25","37.75","3597","1","USA"
"75048","-95.75","37.75","3540","1","USA"
"75049","-95.25","37.75","3590","1","USA"
"75050","-94.75","37.75","3565","1","USA"
"75051","-94.25","37.75","3525","1","USA"
"75052","-93.75","37.75","3112","1","USA"
"75053","-93.25","37.75","2679","1","USA"
"75054","-92.75","37.75","2543","1","USA"
"75055","-92.25","37.75","1436","1","USA"
"75056","-91.75","37.75","2016","1","USA"
"75058","-90.75","37.75","1285","1","USA"
"75059","-90.25","37.75","2594","1","USA"
"75060","-89.75","37.75","2594","1","USA"
"75061","-89.25","37.75","2919","1","USA"
"75062","-88.75","37.75","2926","1","USA"
"75063","-88.25","37.75","2785","1","USA"
"75064","-87.75","37.75","3574","1","USA"
"75065","-87.25","37.75","3509","1","USA"
"75066","-86.75","37.75","2911","1","USA"
"75067","-86.25","37.75","2758","1","USA"
"75068","-85.75","37.75","2283","1","USA"
"75069","-85.25","37.75","2906","1","USA"
"75070","-84.75","37.75","3224","1","USA"
"75071","-84.25","37.75","1500","1","USA"
"75081","-79.25","37.75","878","1","USA"
"75084","-77.75","37.75","1050","1","USA"
"75086","-76.75","37.75","932","1","USA"
"75088","-75.75","37.75","1122","1","USA"
"75222","-8.75","37.75","2047","1","PRT"
"75223","-8.25","37.75","2632","1","PRT"
"75224","-7.75","37.75","2199","1","PRT"
"75225","-7.25","37.75","2199","1","ESP"
"75226","-6.75","37.75","1862","1","ESP"
"75227","-6.25","37.75","2039","1","ESP"
"75228","-5.75","37.75","2812","1","ESP"
"75229","-5.25","37.75","2840","1","ESP"
"75230","-4.75","37.75","3046","1","ESP"
"75231","-4.25","37.75","3217","1","ESP"
"75232","-3.75","37.75","2808","1","ESP"
"75233","-3.25","37.75","2635","1","ESP"
"75234","-2.75","37.75","1935","1","ESP"
"75235","-2.25","37.75","2026","1","ESP"
"75236","-1.75","37.75","1509","1","ESP"
"75237","-1.25","37.75","1326","1","ESP"
"75265","12.75","37.75","2267","1","ITA"
"75266","13.25","37.75","3073","1","ITA"
"75267","13.75","37.75","3012","1","ITA"
"75268","14.25","37.75","2916","1","ITA"
"75269","14.75","37.75","1499","1","ITA"
"75283","21.75","37.75","747","1","GRC"
"75284","22.25","37.75","1292","1","GRC"
"75285","22.75","37.75","1292","1","GRC"
"75295","27.75","37.75","2959","1","TUR"
"75296","28.25","37.75","2091","1","TUR"
"75297","28.75","37.75","2386","1","TUR"
"75298","29.25","37.75","2252","1","TUR"
"75299","29.75","37.75","2395","1","TUR"
"75300","30.25","37.75","2395","1","TUR"
"75301","30.75","37.75","1730","1","TUR"
"75302","31.25","37.75","757","1","TUR"
"75303","31.75","37.75","1976","1","TUR"
"75304","32.25","37.75","1137","1","TUR"
"75305","32.75","37.75","2945","1","TUR"
"75306","33.25","37.75","2038","1","TUR"
"75308","34.25","37.75","1557","1","TUR"
"75309","34.75","37.75","813","1","TUR"
"75311","35.75","37.75","1217","1","TUR"
"75312","36.25","37.75","1134","1","TUR"
"75313","36.75","37.75","1888","1","TUR"
"75314","37.25","37.75","2326","1","TUR"
"75315","37.75","37.75","2326","1","TUR"
"75316","38.25","37.75","2743","1","TUR"
"75317","38.75","37.75","3061","1","TUR"
"75318","39.25","37.75","3566","1","TUR"
"75319","39.75","37.75","3344","1","TUR"
"75320","40.25","37.75","3577","1","TUR"
"75321","40.75","37.75","3174","1","TUR"
"75322","41.25","37.75","3040","1","TUR"
"75323","41.75","37.75","3257","1","TUR"
"75329","44.75","37.75","1539","1","IRN"
"75330","45.25","37.75","1539","1","IRN"
"75332","46.25","37.75","891","1","IRN"
"75350","55.25","37.75","998","1","IRN"
"75351","55.75","37.75","1634","1","IRN"
"75357","58.75","37.75","1883","1","TKM"
"75358","59.25","37.75","719","1","TKM"
"75359","59.75","37.75","756","1","TKM"
"75360","60.25","37.75","756","1","TKM"
"75361","60.75","37.75","1457","1","TKM"
"75362","61.25","37.75","784","1","TKM"
"75363","61.75","37.75","2331","1","TKM"
"75364","62.25","37.75","3106","1","TKM"
"75370","65.25","37.75","936","1","TKM"
"75373","66.75","37.75","1821","1","UZB"
"75374","67.25","37.75","2408","1","UZB"
"75375","67.75","37.75","2408","1","UZB"
"75377","68.75","37.75","2302","1","TJK"
"75378","69.25","37.75","2244","1","TJK"
"75379","69.75","37.75","2980","1","TJK"
"75445","102.75","37.75","2125","1","CHN"
"75451","105.75","37.75","994","1","CHN"
"75452","106.25","37.75","1631","1","CHN"
"75460","110.25","37.75","1912","1","CHN"
"75461","110.75","37.75","2626","1","CHN"
"75462","111.25","37.75","1249","1","CHN"
"75463","111.75","37.75","2270","1","CHN"
"75464","112.25","37.75","3379","1","CHN"
"75465","112.75","37.75","3379","1","CHN"
"75466","113.25","37.75","3500","1","CHN"
"75467","113.75","37.75","3432","1","CHN"
"75468","114.25","37.75","3453","1","CHN"
"75469","114.75","37.75","3600","1","CHN"
"75470","115.25","37.75","3598","1","CHN"
"75471","115.75","37.75","3600","1","CHN"
"75472","116.25","37.75","3600","1","CHN"
"75473","116.75","37.75","3600","1","CHN"
"75474","117.25","37.75","3600","1","CHN"
"75475","117.75","37.75","3541","1","CHN"
"75476","118.25","37.75","3421","1","CHN"
"75477","118.75","37.75","1999","1","CHN"
"75481","120.75","37.75","2498","1","CHN"
"75493","126.75","37.75","1562","1","KOR"
"75518","139.25","37.75","1493","1","JPN"
"75520","140.25","37.75","1129","1","JPN"
"75717","-121.25","37.25","2416","1","USA"
"75718","-120.75","37.25","3173","1","USA"
"75719","-120.25","37.25","2416","1","USA"
"75720","-119.75","37.25","2416","1","USA"
"75721","-119.25","37.25","949","1","USA"
"75723","-118.25","37.25","747","1","USA"
"75747","-106.25","37.25","1350","1","USA"
"75755","-102.25","37.25","1474","1","USA"
"75756","-101.75","37.25","1721","1","USA"
"75757","-101.25","37.25","2534","1","USA"
"75758","-100.75","37.25","2114","1","USA"
"75759","-100.25","37.25","739","1","USA"
"75762","-98.75","37.25","2392","1","USA"
"75763","-98.25","37.25","2975","1","USA"
"75764","-97.75","37.25","3155","1","USA"
"75765","-97.25","37.25","3155","1","USA"
"75766","-96.75","37.25","3373","1","USA"
"75767","-96.25","37.25","3579","1","USA"
"75768","-95.75","37.25","3355","1","USA"
"75769","-95.25","37.25","3431","1","USA"
"75770","-94.75","37.25","3450","1","USA"
"75771","-94.25","37.25","3208","1","USA"
"75772","-93.75","37.25","3493","1","USA"
"75773","-93.25","37.25","3076","1","USA"
"75774","-92.75","37.25","2540","1","USA"
"75775","-92.25","37.25","2056","1","USA"
"75779","-90.25","37.25","2415","1","USA"
"75780","-89.75","37.25","2415","1","USA"
"75781","-89.25","37.25","3089","1","USA"
"75782","-88.75","37.25","3260","1","USA"
"75783","-88.25","37.25","2711","1","USA"
"75784","-87.75","37.25","2662","1","USA"
"75785","-87.25","37.25","2760","1","USA"
"75786","-86.75","37.25","2798","1","USA"
"75787","-86.25","37.25","2610","1","USA"
"75788","-85.75","37.25","3002","1","USA"
"75789","-85.25","37.25","2351","1","USA"
"75790","-84.75","37.25","2483","1","USA"
"75791","-84.25","37.25","886","1","USA"
"75800","-79.75","37.25","1365","1","USA"
"75801","-79.25","37.25","1123","1","USA"
"75802","-78.75","37.25","737","1","USA"
"75806","-76.75","37.25","1083","1","USA"
"75942","-8.75","37.25","1179","1","PRT"
"75943","-8.25","37.25","1563","1","PRT"
"75944","-7.75","37.25","759","1","PRT"
"75945","-7.25","37.25","759","1","ESP"
"75946","-6.75","37.25","1537","1","ESP"
"75947","-6.25","37.25","2812","1","ESP"
"75948","-5.75","37.25","3372","1","ESP"
"75949","-5.25","37.25","3171","1","ESP"
"75950","-4.75","37.25","3440","1","ESP"
"75951","-4.25","37.25","2842","1","ESP"
"75952","-3.75","37.25","2778","1","ESP"
"75953","-3.25","37.25","1197","1","ESP"
"75954","-2.75","37.25","1071","1","ESP"
"75979","9.75","37.25","2391","1","TUN"
"75987","13.75","37.25","1917","1","ITA"
"75988","14.25","37.25","2543","1","ITA"
"75989","14.75","37.25","2455","1","ITA"
"76003","21.75","37.25","1388","1","GRC"
"76004","22.25","37.25","1086","1","GRC"
"76005","22.75","37.25","1086","1","GRC"
"76015","27.75","37.25","1364","1","TUR"
"76016","28.25","37.25","1037","1","TUR"
"76017","28.75","37.25","719","1","TUR"
"76018","29.25","37.25","1664","1","TUR"
"76019","29.75","37.25","2180","1","TUR"
"76020","30.25","37.25","2180","1","TUR"
"76021","30.75","37.25","1791","1","TUR"
"76022","31.25","37.25","1336","1","TUR"
"76023","31.75","37.25","844","1","TUR"
"76024","32.25","37.25","1580","1","TUR"
"76025","32.75","37.25","2018","1","TUR"
"76026","33.25","37.25","1890","1","TUR"
"76029","34.75","37.25","1607","1","TUR"
"76030","35.25","37.25","2467","1","TUR"
"76031","35.75","37.25","3413","1","TUR"
"76032","36.25","37.25","2251","1","TUR"
"76033","36.75","37.25","3081","1","TUR"
"76034","37.25","37.25","2443","1","TUR"
"76035","37.75","37.25","2443","1","TUR"
"76036","38.25","37.25","2585","1","TUR"
"76037","38.75","37.25","2901","1","TUR"
"76038","39.25","37.25","3448","1","TUR"
"76039","39.75","37.25","3592","1","TUR"
"76040","40.25","37.25","3600","1","TUR"
"76041","40.75","37.25","3403","1","TUR"
"76042","41.25","37.25","3456","1","TUR"
"76043","41.75","37.25","3524","1","TUR"
"76044","42.25","37.25","3136","1","SYR"
"76045","42.75","37.25","1744","1","IRQ"
"76046","43.25","37.25","904","1","IRQ"
"76047","43.75","37.25","907","1","TUR"
"76048","44.25","37.25","826","1","IRQ"
"76049","44.75","37.25","883","1","TUR"
"76050","45.25","37.25","883","1","IRN"
"76051","45.75","37.25","913","1","IRN"
"76052","46.25","37.25","2298","1","IRN"
"76053","46.75","37.25","862","1","IRN"
"76058","49.25","37.25","1066","1","IRN"
"76059","49.75","37.25","1707","1","IRN"
"76068","54.25","37.25","1339","1","IRN"
"76069","54.75","37.25","2513","1","IRN"
"76070","55.25","37.25","2494","1","IRN"
"76071","55.75","37.25","1086","1","IRN"
"76076","58.25","37.25","829","1","IRN"
"76079","59.75","37.25","921","1","TKM"
"76080","60.25","37.25","921","1","TKM"
"76081","60.75","37.25","1811","1","TKM"
"76082","61.25","37.25","2442","1","TKM"
"76084","62.25","37.25","1180","1","TKM"
"76093","66.75","37.25","1488","1","AFG"
"76096","68.25","37.25","1057","1","TJK"
"76097","68.75","37.25","1286","1","AFG"
"76098","69.25","37.25","1822","1","TJK"
"76099","69.75","37.25","1451","1","AFG"
"76119","79.75","37.25","2101","1","CHN"
"76163","101.75","37.25","709","1","CHN"
"76165","102.75","37.25","924","1","CHN"
"76171","105.75","37.25","801","1","CHN"
"76177","108.75","37.25","806","1","CHN"
"76178","109.25","37.25","976","1","CHN"
"76181","110.75","37.25","1740","1","CHN"
"76182","111.25","37.25","1942","1","CHN"
"76183","111.75","37.25","3421","1","CHN"
"76184","112.25","37.25","2970","1","CHN"
"76185","112.75","37.25","2970","1","CHN"
"76186","113.25","37.25","2880","1","CHN"
"76187","113.75","37.25","2284","1","CHN"
"76188","114.25","37.25","3126","1","CHN"
"76189","114.75","37.25","3599","1","CHN"
"76190","115.25","37.25","3600","1","CHN"
"76191","115.75","37.25","3600","1","CHN"
"76192","116.25","37.25","3599","1","CHN"
"76193","116.75","37.25","3600","1","CHN"
"76194","117.25","37.25","3600","1","CHN"
"76195","117.75","37.25","3600","1","CHN"
"76196","118.25","37.25","3600","1","CHN"
"76197","118.75","37.25","2183","1","CHN"
"76200","120.25","37.25","3304","1","CHN"
"76201","120.75","37.25","3600","1","CHN"
"76202","121.25","37.25","3588","1","CHN"
"76203","121.75","37.25","3500","1","CHN"
"76204","122.25","37.25","3453","1","CHN"
"76213","126.75","37.25","2407","1","KOR"
"76214","127.25","37.25","2171","1","KOR"
"76215","127.75","37.25","2171","1","KOR"
"76237","138.75","37.25","746","1","JPN"
"76240","140.25","37.25","858","1","JPN"
"76436","-121.75","36.75","1402","1","USA"
"76437","-121.25","36.75","1074","1","USA"
"76438","-120.75","36.75","2818","1","USA"
"76439","-120.25","36.75","3443","1","USA"
"76440","-119.75","36.75","3443","1","USA"
"76441","-119.25","36.75","2645","1","USA"
"76442","-118.75","36.75","894","1","USA"
"76475","-102.25","36.75","1035","1","USA"
"76476","-101.75","36.75","1273","1","USA"
"76477","-101.25","36.75","1646","1","USA"
"76482","-98.75","36.75","2647","1","USA"
"76483","-98.25","36.75","3233","1","USA"
"76484","-97.75","36.75","3191","1","USA"
"76485","-97.25","36.75","3191","1","USA"
"76486","-96.75","36.75","3039","1","USA"
"76487","-96.25","36.75","3383","1","USA"
"76488","-95.75","36.75","3210","1","USA"
"76489","-95.25","36.75","2705","1","USA"
"76490","-94.75","36.75","2499","1","USA"
"76491","-94.25","36.75","1819","1","USA"
"76492","-93.75","36.75","2003","1","USA"
"76493","-93.25","36.75","879","1","USA"
"76494","-92.75","36.75","1198","1","USA"
"76495","-92.25","36.75","1644","1","USA"
"76496","-91.75","36.75","1729","1","USA"
"76497","-91.25","36.75","972","1","USA"
"76498","-90.75","36.75","2563","1","USA"
"76499","-90.25","36.75","3599","1","USA"
"76500","-89.75","36.75","3599","1","USA"
"76501","-89.25","36.75","3467","1","USA"
"76502","-88.75","36.75","3423","1","USA"
"76503","-88.25","36.75","2842","1","USA"
"76504","-87.75","36.75","1587","1","USA"
"76505","-87.25","36.75","3281","1","USA"
"76506","-86.75","36.75","3542","1","USA"
"76507","-86.25","36.75","3063","1","USA"
"76508","-85.75","36.75","2165","1","USA"
"76509","-85.25","36.75","997","1","USA"
"76514","-82.75","36.75","915","1","USA"
"76515","-82.25","36.75","915","1","USA"
"76516","-81.75","36.75","912","1","USA"
"76521","-79.25","36.75","998","1","USA"
"76522","-78.75","36.75","997","1","USA"
"76524","-77.75","36.75","903","1","USA"
"76525","-77.25","36.75","1271","1","USA"
"76526","-76.75","36.75","1165","1","USA"
"76527","-76.25","36.75","1364","1","USA"
"76667","-6.25","36.75","998","1","ESP"
"76668","-5.75","36.75","3219","1","ESP"
"76669","-5.25","36.75","1996","1","ESP"
"76670","-4.75","36.75","1984","1","ESP"
"76671","-4.25","36.75","1097","1","ESP"
"76686","3.25","36.75","1393","1","DZA"
"76687","3.75","36.75","2017","1","DZA"
"76688","4.25","36.75","1511","1","DZA"
"76689","4.75","36.75","741","1","DZA"
"76691","5.75","36.75","1601","1","DZA"
"76692","6.25","36.75","2278","1","DZA"
"76693","6.75","36.75","2353","1","DZA"
"76694","7.25","36.75","2576","1","DZA"
"76695","7.75","36.75","2576","1","DZA"
"76696","8.25","36.75","1471","1","DZA"
